name,description,character,raw_html,role,count
Blood Echo,"The agony of one is inflicted on others.
When hooking a Survivor, all other injured Survivors suffer from the Haemorrhage  Status Effect until healed and the Exhausted  Status Effect for 45 seconds.
Blood Echo can only be triggered once every 80/70/60 seconds.
""Attack an enemy with precision and their allies will feel it."" — Renjiro's Doctrine 6:3",Oni,"<p>The agony of one is inflicted on others.
</p><p>When hooking a Survivor, all other injured Survivors suffer from the <i><b><a href=""/Haemorrhage"" class=""mw-redirect"" title=""Haemorrhage"">Haemorrhage</a> <a href=""/Haemorrhage"" title=""Haemorrhage""><img alt=""IconStatusEffects bleeding.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/2/24/IconStatusEffects_bleeding.png/32px-IconStatusEffects_bleeding.png?version=c3465d2643443cd16a0a439056295772"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/2/24/IconStatusEffects_bleeding.png/48px-IconStatusEffects_bleeding.png?version=c3465d2643443cd16a0a439056295772 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/2/24/IconStatusEffects_bleeding.png/64px-IconStatusEffects_bleeding.png?version=c3465d2643443cd16a0a439056295772 2x""></a></b></i> <b>Status Effect</b> until healed and the <i><b><a href=""/Exhausted"" class=""mw-redirect"" title=""Exhausted"">Exhausted</a> <a href=""/Exhausted"" title=""Exhausted""><img alt=""IconStatusEffects exhausted.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/ef/IconStatusEffects_exhausted.png/32px-IconStatusEffects_exhausted.png?version=4875b3d1f0c5d127a1d808a66c03a2d4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/ef/IconStatusEffects_exhausted.png/48px-IconStatusEffects_exhausted.png?version=4875b3d1f0c5d127a1d808a66c03a2d4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/e/ef/IconStatusEffects_exhausted.png/64px-IconStatusEffects_exhausted.png?version=4875b3d1f0c5d127a1d808a66c03a2d4 2x""></a></b></i> <b>Status Effect</b> for <b><span style=""color: #e8c252;"">45 seconds</span></b>.
</p><p><i>Blood Echo</i> can only be triggered once every <span style=""color: #e8c252;""><b>80</b></span>/<span style=""color: #199b1e;""><b>70</b></span>/<span style=""color: #ac3ee3;""><b>60</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""Attack an enemy with precision and their allies will feel it."" — Renjiro's Doctrine 6:3</span></i>
</p>",killer,81
Blood Warden,"As soon as the Exit Gate  is opened, Blood Warden is activated. The Auras  of any Survivors located within Exit Gate areas are revealed to you.
Once per Trial, hooking a Survivor while Blood Warden is active calls upon The Entity  to block both Exits for all Survivors for 30/40/60 seconds.
""This is my world. And you can't ever leave."" — Freddy Krueger",Nightmare,"<p>As soon as the <a href=""/Exit_Gate"" class=""mw-redirect"" title=""Exit Gate"">Exit Gate</a> <a href=""/Exit_Gate"" title=""Exit Gate""><img alt=""IconHelp exitGates.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/f/f0/IconHelp_exitGates.png/32px-IconHelp_exitGates.png?version=125be66902699c5c3f5bb1e7b62ea07f"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/f/f0/IconHelp_exitGates.png/48px-IconHelp_exitGates.png?version=125be66902699c5c3f5bb1e7b62ea07f 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/f/f0/IconHelp_exitGates.png/64px-IconHelp_exitGates.png?version=125be66902699c5c3f5bb1e7b62ea07f 2x""></a> is opened, <i>Blood Warden</i> is activated. The <a href=""/Auras"" title=""Auras"">Auras</a> <a href=""/Auras"" title=""Auras""><img alt=""IconHelp auras.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/32px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/48px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/64px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 2x""></a> of any Survivors located within Exit Gate areas are revealed to you.
</p><p>Once per Trial, hooking a Survivor while <i>Blood Warden</i> is active calls upon The <a href=""/Entity"" class=""mw-redirect"" title=""Entity"">Entity</a> <a href=""/Entity"" title=""Entity""><img alt=""IconHelp entity.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/32px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/48px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/64px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2 2x""></a> to block both Exits for all Survivors for <span style=""color: #e8c252;""><b>30</b></span>/<span style=""color: #199b1e;""><b>40</b></span>/<span style=""color: #ac3ee3;""><b>60</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""This is my world. And you can't ever leave."" — Freddy Krueger</span></i>
</p>",killer,82
Bloodhound,"Like a hunting scent hound, you smell traces of blood at a great distance.
Fresh Blood Stains are considerably more discernible than normal and can be tracked for 2/3/4 seconds longer than normal.
""Pebbles shimmering in the moonlight; my life drips down in a trail so easy to follow.""",Wraith,"<p>Like a hunting scent hound, you smell traces of blood at a great distance.
</p><p>Fresh <a href=""/Blood_Stains"" class=""mw-redirect"" title=""Blood Stains"">Blood Stains</a> are <b><span style=""color: #e8c252;"">considerably more discernible</span></b> than normal and can be tracked for <span style=""color: #e8c252;""><b>2</b></span>/<span style=""color: #199b1e;""><b>3</b></span>/<span style=""color: #ac3ee3;""><b>4</b></span>&nbsp;seconds longer than normal.
</p><p><i><span style=""color: #e3d1b6;"">""Pebbles shimmering in the moonlight; my life drips down in a trail so easy to follow.""</span></i>
</p>",killer,83
Brutal Strength,"Your great strength allows you to shred through your prey's defences.
Destroy dropped Pallets  and damage Generators  10/15/20 % faster.
""It's more than muscles. A dark power motivates the beast.""",Trapper,"<p>Your great strength allows you to shred through your prey's defences.
</p><p>Destroy dropped <a href=""/Pallets"" title=""Pallets"">Pallets</a> <a href=""/Pallets"" title=""Pallets""><img alt=""IconHelp pullDown.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/d/d8/IconHelp_pullDown.png/32px-IconHelp_pullDown.png?version=26905dc821760d76ab13871a64dd263e"" decoding=""async"" width=""32"" height=""25"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/d/d8/IconHelp_pullDown.png/48px-IconHelp_pullDown.png?version=26905dc821760d76ab13871a64dd263e 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/d/d8/IconHelp_pullDown.png/64px-IconHelp_pullDown.png?version=26905dc821760d76ab13871a64dd263e 2x""></a> and damage <a href=""/Generators"" title=""Generators"">Generators</a> <a href=""/Generators"" title=""Generators""><img alt=""IconHelpLoading generators.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/32px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/48px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/64px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 2x""></a> <span style=""color: #e8c252;""><b>10</b></span>/<span style=""color: #199b1e;""><b>15</b></span>/<span style=""color: #ac3ee3;""><b>20</b></span>&nbsp;% faster.
</p><p><i><span style=""color: #e3d1b6;"">""It's more than muscles. A dark power motivates the beast.""</span></i>
</p>",killer,84
Corrupt Intervention,"Your prayers invoke a dark power that meddles with the Survivors' chances of survival.
3 Generators located farthest from you are blocked by The Entity  for 80/100/120 seconds at the start of the Trial.
Survivors cannot repair the Generators  for the duration Corrupt Intervention is active.
""It shall be known across the land that the Gods curse the unfaithful."" (The Tablet of Adiris, 3.7)",Plague,"<p>Your prayers invoke a dark power that meddles with the Survivors' chances of survival.
</p><p><b>3 Generators</b> located farthest from you are blocked by The <a href=""/Entity"" class=""mw-redirect"" title=""Entity"">Entity</a> <a href=""/Entity"" title=""Entity""><img alt=""IconHelp entity.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/32px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/48px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/a9/IconHelp_entity.png/64px-IconHelp_entity.png?version=56576b49901db86acda0a5b292943be2 2x""></a> for <span style=""color: #ab713c;""><b>80</b></span>/<span style=""color: #e8c252;""><b>100</b></span>/<span style=""color: #199b1e;""><b>120</b></span>&nbsp;seconds at the start of the Trial.
</p><p>Survivors cannot repair the <a href=""/Generators"" title=""Generators"">Generators</a> <a href=""/Generators"" title=""Generators""><img alt=""IconHelpLoading generators.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/32px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/48px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/64px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 2x""></a> for the duration <i>Corrupt Intervention</i> is active.
</p><p><i><span style=""color: #e3d1b6;"">""It shall be known across the land that the Gods curse the unfaithful."" (The Tablet of Adiris, 3.7)</span></i>
</p>",killer,85
Coulrophobia,"Your presence alone instils great fear.
Survivors within your Terror Radius have a 30/40/50 % penalty to the Healing progression speed.",Clown,"<p>Your presence alone instils great fear.
</p><p>Survivors within your <a href=""/Terror_Radius"" class=""mw-redirect"" title=""Terror Radius"">Terror Radius</a> have a <span style=""color: #e8c252;""><b>30</b></span>/<span style=""color: #199b1e;""><b>40</b></span>/<span style=""color: #ac3ee3;""><b>50</b></span>&nbsp;% penalty to the Healing progression speed.
</p>",killer,86
Cruel Limits,"Your ties to the otherworldly manifest when your prey attempts to get away.
Each time a Generator  is repaired, all Windows  and vault locations within a radius of 24 metres from the completed Generator are blocked for all Survivors for the next 20/25/30 seconds.
""The specimen seems to be able to affect the state of nearby objects, as if they existed in some other form within a dimension alternate to our own."" — Hawkins National Laboratory",Demogorgon,"<p>Your ties to the otherworldly manifest when your prey attempts to get away.
</p><p>Each time a <a href=""/Generator"" class=""mw-redirect"" title=""Generator"">Generator</a> <a href=""/Generator"" title=""Generator""><img alt=""IconHelpLoading generators.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/32px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/48px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/64px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 2x""></a> is repaired, all <a href=""/Windows"" title=""Windows"">Windows</a> <a href=""/Windows"" title=""Windows""><img alt=""IconHelp window.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/5/5a/IconHelp_window.png/32px-IconHelp_window.png?version=9f6f05fd259780986660d005f1c058da"" decoding=""async"" width=""32"" height=""28"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/5/5a/IconHelp_window.png/48px-IconHelp_window.png?version=9f6f05fd259780986660d005f1c058da 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/5/5a/IconHelp_window.png/64px-IconHelp_window.png?version=9f6f05fd259780986660d005f1c058da 2x""></a> and vault locations within a radius of <b><span style=""color: #e8c252;"">24 metres</span></b> from the completed Generator are blocked for all Survivors for the next <span style=""color: #199b1e;""><b>20</b></span>/<span style=""color: #ac3ee3;""><b>25</b></span>/<span style=""color: #ff0955;""><b>30</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""The specimen seems to be able to affect the state of nearby objects, as if they existed in some other form within a dimension alternate to our own."" — Hawkins National Laboratory</span></i>
</p>",killer,87
Dark Devotion,"The display of your Powers creates a whirlwind of panic that spreads throughout the land.
You become obsessed with one Survivor. Hitting the Obsession  with your basic attack causes the Obsession to emit a Terror Radius of 32 metres for 20/25/30 seconds.
During that time, your Terror Radius is reduced to 0 metres.
The Obsession hears the Terror Radius they emit for the duration.
You can only be obsessed with one Survivor at a time.
""And terror shall take hold of a defiant non-believer, who shall falsely announce my arrival."" (The Tablet of Adiris, 48.9)",Plague,"<p>The display of your Powers creates a whirlwind of panic that spreads throughout the land.
</p><p>You become <i><b>obsessed</b></i> with one Survivor. Hitting the <a href=""/Obsession"" title=""Obsession"">Obsession</a> <a href=""/Obsession"" title=""Obsession""><img alt=""IconHelp obsession.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/af/IconHelp_obsession.png/32px-IconHelp_obsession.png?version=6b12fbcc06efec7e5e50cc11da43669b"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/af/IconHelp_obsession.png/48px-IconHelp_obsession.png?version=6b12fbcc06efec7e5e50cc11da43669b 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/a/af/IconHelp_obsession.png/64px-IconHelp_obsession.png?version=6b12fbcc06efec7e5e50cc11da43669b 2x""></a> with your basic attack causes the <b>Obsession</b> to emit a <a href=""/Terror_Radius"" class=""mw-redirect"" title=""Terror Radius"">Terror Radius</a> of <b><span style=""color: #e8c252;"">32 metres</span></b> for <span style=""color: #199b1e;""><b>20</b></span>/<span style=""color: #ac3ee3;""><b>25</b></span>/<span style=""color: #ff0955;""><b>30</b></span>&nbsp;seconds.
</p><p>During that time, your Terror Radius is reduced to <b><span style=""color: #d41c1c;"">0 metres</span></b>.
</p><p>The <b>Obsession</b> hears the Terror Radius they emit for the duration.
</p><p><i>You can only be <b>obsessed</b> with one Survivor at a time.</i>
</p><p><i><span style=""color: #e3d1b6;"">""And terror shall take hold of a defiant non-believer, who shall falsely announce my arrival."" (The Tablet of Adiris, 48.9)</span></i>
</p>",killer,88
Deerstalker,"Unlocks potential in one's Aura-reading ability.
Reveals dying Survivors' Auras  when standing within 20/28/36 metres.",All,"<p>Unlocks potential in one's Aura-reading ability.
</p><p>Reveals dying Survivors' <a href=""/Auras"" title=""Auras"">Auras</a> <a href=""/Auras"" title=""Auras""><img alt=""IconHelp auras.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/32px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/48px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/64px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 2x""></a> when standing within <span style=""color: #ab713c;""><b>20</b></span>/<span style=""color: #e8c252;""><b>28</b></span>/<span style=""color: #199b1e;""><b>36</b></span>&nbsp;metres.
</p>",killer,89
Discordance,"Any time two or more Survivors are working on the same Generator , that Generator's Aura  is highlighted in yellow for 8/10/12 seconds.
""Smartasses get killed. We always see to that."" — The Legion",Legion,"<p>Any time two or more Survivors are working on the same <a href=""/Generator"" class=""mw-redirect"" title=""Generator"">Generator</a> <a href=""/Generator"" title=""Generator""><img alt=""IconHelpLoading generators.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/32px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/48px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/c/c4/IconHelpLoading_generators.png/64px-IconHelpLoading_generators.png?version=2cb17e41664dcdd121ae182892bb6492 2x""></a>, that Generator's <a href=""/Aura"" class=""mw-redirect"" title=""Aura"">Aura</a> <a href=""/Aura"" title=""Aura""><img alt=""IconHelp auras.png"" src=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/32px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4"" decoding=""async"" width=""32"" height=""32"" srcset=""https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/48px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 1.5x, https://gamepedia.cursecdn.com/deadbydaylight_gamepedia_en/thumb/0/03/IconHelp_auras.png/64px-IconHelp_auras.png?version=08dcb30431cdc41d9ee7740eba2e7fa4 2x""></a> is highlighted in <b><span style=""color: #e8c252;"">yellow</span></b> for <span style=""color: #ab713c;""><b>8</b></span>/<span style=""color: #e8c252;""><b>10</b></span>/<span style=""color: #199b1e;""><b>12</b></span>&nbsp;seconds.
</p><p><i><span style=""color: #e3d1b6;"">""Smartasses get killed. We always see to that."" — The Legion</span></i>
</p>",killer,90
